,STARTDATE,ELAPSED,score
134157,2019-06-06 15:28:00,0.06148633333333333,2.4138085736
134165,2019-06-06 15:36:00,0.21364166666666665,5.915661316
134191,2019-06-06 16:02:00,0.038253999999999996,1.6867447337
134195,2019-06-06 16:06:00,0.037074333333333334,1.601786668
134285,2019-06-06 17:36:00,0.060377,2.3582844697
134288,2019-06-06 17:39:00,0.03963283333333333,1.7175028883
134299,2019-06-06 17:50:00,0.057188166666666665,2.2275204849
134314,2019-06-06 18:05:00,0.0958975,3.7253727683
134420,2019-06-06 19:51:00,0.06620483333333332,2.6357215457
134440,2019-06-06 20:11:00,0.04117183333333333,1.7133892601
134789,2019-06-07 02:00:00,0.05326633333333333,2.0910780878
135100,2019-06-07 07:11:00,0.10093383333333332,3.882162275
135376,2019-06-07 11:47:00,0.04504299999999999,1.8432851667
135389,2019-06-07 12:00:00,0.03591066666666667,1.5457135823
135520,2019-06-07 14:11:00,0.09107283333333334,3.6181792528
135553,2019-06-07 14:44:00,0.05552,2.1538771814
135563,2019-06-07 14:54:00,0.05418616666666667,2.1248237086
135668,2019-06-07 16:39:00,0.16036433333333333,5.1712645252
135730,2019-06-07 17:41:00,0.039509166666666665,1.7156935328
135732,2019-06-07 17:43:00,0.03643366666666666,1.5562792259
136051,2019-06-07 23:02:00,0.07573133333333333,3.004700619
136060,2019-06-07 23:11:00,0.07787799999999999,3.1194239448
138416,2019-06-09 14:27:00,0.09053549999999999,3.6060407248
138421,2019-06-09 14:32:00,0.046817,1.9412614093
138422,2019-06-09 14:33:00,0.038391,1.6893427981
139026,2019-06-10 00:37:00,0.03457583333333333,1.5067987795
139127,2019-06-10 02:18:00,0.06518716666666666,2.5901735571
139128,2019-06-10 02:19:00,0.0357855,1.5496643332
139197,2019-06-10 03:28:00,0.29212133333333334,6.6650429676
139503,2019-06-10 08:34:00,0.14372383333333333,4.8569816399
139913,2019-06-10 15:24:00,0.18130166666666664,5.4600352942
139984,2019-06-10 16:35:00,0.19875600000000002,5.699815371
140282,2019-06-10 21:33:00,0.0360155,1.5477054101
140298,2019-06-10 21:49:00,0.039044499999999996,1.7115696199
140310,2019-06-10 22:01:00,0.0880545,3.4507431296
140868,2019-06-11 07:19:00,0.03548133333333333,1.533743999
140869,2019-06-11 07:20:00,0.09618583333333333,3.7316927742
140874,2019-06-11 07:25:00,0.10871233333333333,4.1190533555
140906,2019-06-11 07:57:00,0.11054333333333333,4.1706548658
140946,2019-06-11 08:37:00,0.042554499999999995,1.7330749309
141098,2019-06-11 11:09:00,0.035754666666666664,1.5502738313
141358,2019-06-11 15:29:00,0.03720333333333333,1.6474662958
141481,2019-06-11 17:32:00,0.0901805,3.5784732786
142328,2019-06-12 07:39:00,0.03939,1.7186237781
142329,2019-06-12 07:40:00,0.044222,1.798095956
142611,2019-06-12 12:22:00,0.035667166666666666,1.547138462
142621,2019-06-12 12:32:00,0.04183133333333333,1.7208249848
142718,2019-06-12 14:09:00,0.07953983333333332,3.1615581366
142892,2019-06-12 17:03:00,0.21414516666666666,5.9214584482
143140,2019-06-12 21:11:00,0.23807416666666664,6.1802406144
143388,2019-06-13 01:19:00,0.049305833333333327,1.9520369195
143542,2019-06-13 03:53:00,0.07956966666666666,3.1621532484
143769,2019-06-13 07:40:00,0.0500965,1.9878353171
143865,2019-06-13 09:16:00,0.05382616666666666,2.1198933141
143873,2019-06-13 09:24:00,0.06390983333333333,2.4971250212
143896,2019-06-13 09:47:00,0.08174366666666666,3.2055632463
143927,2019-06-13 10:18:00,1.0,8.2356026084
144031,2019-06-13 12:02:00,0.05079333333333333,2.0115849562
144118,2019-06-13 13:29:00,0.32971666666666666,6.9232427338
144140,2019-06-13 13:51:00,0.069659,2.803918411
144166,2019-06-13 14:17:00,0.0669975,2.6840813003
144185,2019-06-13 14:36:00,0.046782,1.941464826
144197,2019-06-13 14:48:00,0.04281666666666666,1.7524293391
144217,2019-06-13 15:08:00,0.0349475,1.5323260848
144222,2019-06-13 15:13:00,0.05143433333333333,2.0488850042
144237,2019-06-13 15:28:00,0.03710616666666666,1.6036550026
144256,2019-06-13 15:47:00,0.06968833333333332,2.8048116839
144862,2019-06-14 01:53:00,0.16120433333333334,5.1846064985
145186,2019-06-14 07:17:00,0.05571383333333334,2.1577313524
145215,2019-06-14 07:46:00,0.03987633333333333,1.7132300505
145244,2019-06-14 08:15:00,0.10136833333333334,3.8917699562
145250,2019-06-14 08:21:00,0.04573616666666666,1.8720670528
145256,2019-06-14 08:27:00,0.041284499999999995,1.7191084414
145298,2019-06-14 09:09:00,0.05247983333333334,2.0711485615
145323,2019-06-14 09:34:00,0.044967333333333324,1.8418448868
145347,2019-06-14 09:58:00,0.039647166666666664,1.7173813931
145370,2019-06-14 10:21:00,0.10678149999999999,4.0699448128
145371,2019-06-14 10:22:00,0.08533999999999999,3.3738104629
145372,2019-06-14 10:23:00,0.05165833333333333,2.0538389409
145449,2019-06-14 11:40:00,0.048950499999999994,1.9445132953
145469,2019-06-14 12:00:00,0.045491833333333336,1.8598566478
145474,2019-06-14 12:05:00,0.06852666666666667,2.7688069948
145484,2019-06-14 12:15:00,0.08791333333333333,3.4472908799
145506,2019-06-14 12:37:00,0.09996983333333333,3.8600394945
145510,2019-06-14 12:41:00,0.044881333333333336,1.8392593898
145543,2019-06-14 13:14:00,0.047848666666666664,1.9548814953
145562,2019-06-14 13:33:00,0.06333516666666666,2.471649023
145565,2019-06-14 13:36:00,0.057776999999999995,2.2486625193
145595,2019-06-14 14:06:00,0.039256,1.7184976496
145619,2019-06-14 14:30:00,0.03532266666666667,1.5383802658
145620,2019-06-14 14:31:00,0.04987216666666667,1.9731126439
145623,2019-06-14 14:34:00,1.0,8.2356026084
145662,2019-06-14 15:13:00,0.0390895,1.7118401071
145741,2019-06-14 16:32:00,0.06500049999999999,2.5834657322
145749,2019-06-14 16:40:00,0.04365316666666666,1.7781993027
145792,2019-06-14 17:23:00,0.09821383333333333,3.7968047662
146071,2019-06-14 22:02:00,0.036920166666666664,1.5993597065
146081,2019-06-14 22:12:00,0.0376215,1.6588287172
146098,2019-06-14 22:29:00,0.05466233333333333,2.1400543378
146112,2019-06-14 22:43:00,0.04562483333333334,1.8703757826
146708,2019-06-15 08:39:00,0.0585695,2.2886842172
148423,2019-06-16 13:14:00,0.054347,2.1257838571
149495,2019-06-17 07:06:00,0.0372705,1.6489492329
149542,2019-06-17 07:53:00,0.0397075,1.7169821248
149543,2019-06-17 07:54:00,0.04201833333333333,1.7208015308
149552,2019-06-17 08:03:00,0.03819383333333334,1.6827082383
149580,2019-06-17 08:31:00,0.035597166666666666,1.5475080393
149583,2019-06-17 08:34:00,0.0364555,1.5722592592
149735,2019-06-17 11:06:00,0.7962356666666666,8.0468993974
149786,2019-06-17 11:57:00,0.05586133333333333,2.1611006883
149814,2019-06-17 12:25:00,0.048315666666666666,1.9518115866
149830,2019-06-17 12:41:00,0.04146,1.7100908738
149833,2019-06-17 12:44:00,0.06782066666666665,2.71642526
149835,2019-06-17 12:46:00,0.0366005,1.5841192217
149836,2019-06-17 12:47:00,0.06484066666666666,2.5690258614
149858,2019-06-17 13:09:00,0.04308383333333333,1.7659946287
149899,2019-06-17 13:50:00,0.0389745,1.7133041856
149925,2019-06-17 14:16:00,0.08793333333333334,3.4477824209
149928,2019-06-17 14:19:00,0.09723033333333332,3.7768148009
149930,2019-06-17 14:21:00,0.04172066666666667,1.7185608004
149992,2019-06-17 15:23:00,0.04796966666666666,1.9547198274
150112,2019-06-17 17:23:00,0.041757333333333334,1.7193729828
150198,2019-06-17 18:49:00,0.034866999999999995,1.5332155413
150322,2019-06-17 20:53:00,0.039481999999999996,1.715712177
150377,2019-06-17 21:48:00,0.05233683333333333,2.0690959971
150833,2019-06-18 05:24:00,0.060655999999999995,2.3871538477
151077,2019-06-18 09:28:00,0.036291833333333336,1.5540687697
151154,2019-06-18 10:45:00,0.041084333333333334,1.7090236404
151157,2019-06-18 10:48:00,0.044635499999999995,1.8551390374
151192,2019-06-18 11:23:00,0.06424233333333333,2.5077518522
151213,2019-06-18 11:44:00,0.0425365,1.7322972111
151217,2019-06-18 11:48:00,0.042335,1.7297998194
151236,2019-06-18 12:07:00,0.04844816666666667,1.9542715643
151283,2019-06-18 12:54:00,0.07032483333333334,2.8237477004
151313,2019-06-18 13:24:00,0.057276,2.2305305226
151368,2019-06-18 14:19:00,0.03618933333333333,1.5511494564
151372,2019-06-18 14:23:00,0.040238166666666665,1.7006707912
151378,2019-06-18 14:29:00,0.03613966666666667,1.5505605422
151389,2019-06-18 14:40:00,0.034577833333333335,1.5083252829
151410,2019-06-18 15:01:00,0.047862666666666664,1.9551774684
151426,2019-06-18 15:17:00,0.10631766666666666,4.0593541581
151764,2019-06-18 20:55:00,0.0768005,3.0506484144
151775,2019-06-18 21:06:00,0.03914383333333333,1.7138146799
151791,2019-06-18 21:22:00,0.11787066666666667,4.3488850493
151861,2019-06-18 22:32:00,0.04152366666666667,1.7110539224
152101,2019-06-19 02:32:00,0.04706233333333334,1.9388981215
152442,2019-06-19 08:13:00,0.057620000000000005,2.2425650535
152488,2019-06-19 08:59:00,0.060003333333333325,2.3432798681
152515,2019-06-19 09:26:00,0.039473999999999995,1.7157108769
152519,2019-06-19 09:30:00,0.03753566666666667,1.6447521773
152569,2019-06-19 10:20:00,0.14990533333333333,4.9864128014
152585,2019-06-19 10:36:00,0.043658666666666665,1.7783289633
152596,2019-06-19 10:47:00,0.07033233333333333,2.8239658224
152747,2019-06-19 13:18:00,0.0849085,3.3604890074
152825,2019-06-19 14:36:00,0.06226883333333333,2.4391954471
152872,2019-06-19 15:23:00,0.03793866666666667,1.6686477793
152890,2019-06-19 15:41:00,0.11165983333333332,4.1926834792
152946,2019-06-19 16:37:00,0.14389966666666668,4.8594082307
152960,2019-06-19 16:51:00,0.09529233333333334,3.7122780696
152972,2019-06-19 17:03:00,0.03881116666666666,1.7137274292
152977,2019-06-19 17:08:00,0.13323833333333332,4.6710579797
152996,2019-06-19 17:27:00,0.06676116666666666,2.6765267561
152999,2019-06-19 17:30:00,0.17074699999999998,5.3108504193
153008,2019-06-19 17:39:00,0.07942133333333333,3.1592709203
153009,2019-06-19 17:40:00,0.03455366666666666,1.5067897155
153019,2019-06-19 17:50:00,0.03544133333333333,1.5320988811
153238,2019-06-19 21:29:00,0.03579916666666667,1.5493384609
153250,2019-06-19 21:41:00,0.03870883333333333,1.7123010858
153262,2019-06-19 21:53:00,0.03815383333333333,1.6828111524
153458,2019-06-20 01:09:00,0.06343933333333333,2.4751454667
153617,2019-06-20 03:48:00,0.26303366666666667,6.4229828615
153753,2019-06-20 06:04:00,0.05905716666666667,2.3072341557
153820,2019-06-20 07:11:00,0.045522999999999994,1.8605722243
153888,2019-06-20 08:19:00,0.049449,1.9597557303
153998,2019-06-20 10:09:00,0.07509833333333332,2.9902762602
154115,2019-06-20 12:06:00,0.04039366666666666,1.7034972108
154117,2019-06-20 12:08:00,0.06594033333333334,2.6196205748
154118,2019-06-20 12:09:00,0.05196016666666667,2.0597763309
154120,2019-06-20 12:11:00,0.042561499999999995,1.7333693667
154244,2019-06-20 14:15:00,0.058790499999999996,2.295832933
154276,2019-06-20 14:47:00,0.085741,3.3855895068
154286,2019-06-20 14:57:00,0.05994466666666667,2.3411207609
154488,2019-06-20 18:19:00,0.05133549999999999,2.0465560784
154492,2019-06-20 18:23:00,0.03507883333333334,1.5397820081
155054,2019-06-21 03:45:00,0.041125499999999995,1.7113631344
155250,2019-06-21 07:01:00,0.045906999999999996,1.8797210448
155254,2019-06-21 07:05:00,0.038012,1.6717598619
155260,2019-06-21 07:11:00,0.05349366666666666,2.0924359476
155263,2019-06-21 07:14:00,0.03938833333333333,1.7186087528
155407,2019-06-21 09:38:00,0.03677283333333333,1.5952030549
155757,2019-06-21 15:28:00,0.035674833333333336,1.5470500907
155875,2019-06-21 17:26:00,0.049972666666666665,1.9840139559
156149,2019-06-21 22:00:00,0.053850166666666664,2.1202287791
157124,2019-06-22 14:15:00,0.04648333333333333,1.9391884962
158055,2019-06-23 05:46:00,0.05176566666666666,2.0560379409
159546,2019-06-24 06:37:00,0.05596616666666667,2.1657959998
159563,2019-06-24 06:54:00,0.0366895,1.5900540658
159567,2019-06-24 06:58:00,0.041390666666666666,1.7203868339
159579,2019-06-24 07:10:00,0.19837716666666666,5.6946077533
159582,2019-06-24 07:13:00,0.06502066666666667,2.5841953193
159587,2019-06-24 07:18:00,0.047831,1.9544997132
159592,2019-06-24 07:23:00,0.04813166666666667,1.9534617617
159594,2019-06-24 07:25:00,0.07103366666666666,2.8684041698
159603,2019-06-24 07:34:00,0.041423166666666664,1.7208299468
159610,2019-06-24 07:41:00,0.038239333333333334,1.6850782898
159611,2019-06-24 07:42:00,0.050237000000000004,1.9917290727
159624,2019-06-24 07:55:00,0.03511566666666666,1.5377512861
159655,2019-06-24 08:26:00,0.03851333333333334,1.6916166814
159666,2019-06-24 08:37:00,0.04254083333333333,1.7324871698
159669,2019-06-24 08:40:00,0.036853333333333335,1.5987237548
159686,2019-06-24 08:57:00,0.047867,1.955267918
159687,2019-06-24 08:58:00,0.10166016666666666,3.8980858029
159697,2019-06-24 09:08:00,0.03686266666666666,1.5988290123
159698,2019-06-24 09:09:00,0.055334333333333326,2.1477699804
159764,2019-06-24 10:15:00,0.04793683333333333,1.954153617
159851,2019-06-24 11:42:00,0.0565545,2.1837192665
159856,2019-06-24 11:47:00,0.03756266666666667,1.6588287013
159861,2019-06-24 11:52:00,0.06336833333333333,2.4727692275
159884,2019-06-24 12:15:00,0.035058,1.5400445192
159900,2019-06-24 12:31:00,0.039739500000000004,1.7175158176
159958,2019-06-24 13:29:00,0.079834,3.1685922742
160103,2019-06-24 15:54:00,0.06581133333333333,2.616290663
160114,2019-06-24 16:05:00,0.08457466666666666,3.3469485636
160118,2019-06-24 16:09:00,0.0351895,1.5392283822
160200,2019-06-24 17:31:00,0.051109499999999995,2.0260162182
160367,2019-06-24 20:18:00,0.04911566666666667,1.9504153262
160368,2019-06-24 20:19:00,0.0406485,1.7068258873
160373,2019-06-24 20:24:00,0.06664016666666667,2.6722327329
161024,2019-06-25 07:15:00,0.03661083333333333,1.5844072828
161084,2019-06-25 08:15:00,0.03492666666666667,1.5325575976
161145,2019-06-25 09:16:00,0.06603133333333333,2.6234258046
161248,2019-06-25 10:59:00,0.035660166666666666,1.5472133049
161249,2019-06-25 11:00:00,0.04428733333333333,1.7973171833
161380,2019-06-25 13:11:00,0.038209999999999994,1.6856024894
161552,2019-06-25 16:03:00,0.042880166666666664,1.7553032438
161617,2019-06-25 17:08:00,0.047842499999999996,1.9547492528
161619,2019-06-25 17:10:00,0.037009499999999994,1.6004302793
161629,2019-06-25 17:20:00,0.035666833333333335,1.5471421325
161632,2019-06-25 17:23:00,0.038427,1.689158072
161637,2019-06-25 17:28:00,0.0839375,3.3052351675
161643,2019-06-25 17:34:00,0.11284766666666667,4.2181112621
161839,2019-06-25 20:50:00,0.05599183333333334,2.1663630008
161847,2019-06-25 20:58:00,0.0392445,1.7137343352
162877,2019-06-26 14:08:00,0.10685633333333333,4.0716291325
163034,2019-06-26 16:45:00,0.047252666666666665,1.9409886061
163098,2019-06-26 17:49:00,0.03474066666666666,1.5347914696
163134,2019-06-26 18:25:00,0.06314283333333334,2.4650307463
163137,2019-06-26 18:28:00,0.04725866666666667,1.941094932
163162,2019-06-26 18:53:00,0.06461533333333333,2.5605844981
163174,2019-06-26 19:05:00,0.036790833333333335,1.5952296359
163260,2019-06-26 20:31:00,0.035675,1.5470480833
163303,2019-06-26 21:14:00,0.07943216666666666,3.1594791042
163308,2019-06-26 21:19:00,0.04878866666666667,1.9525813971
163378,2019-06-26 22:29:00,0.037949333333333335,1.6691028125
163383,2019-06-26 22:34:00,0.05969283333333333,2.3317583015
163904,2019-06-27 07:15:00,0.036192999999999996,1.5511866776
164148,2019-06-27 11:19:00,0.060302166666666664,2.3556736495
164180,2019-06-27 11:51:00,0.055453166666666664,2.1527000006
164181,2019-06-27 11:52:00,0.059035,2.3063337501
164184,2019-06-27 11:55:00,0.13554416666666666,4.7140504331
164186,2019-06-27 11:57:00,0.11669866666666666,4.3247294087
164187,2019-06-27 11:58:00,0.12159466666666666,4.4284910492
164319,2019-06-27 14:10:00,0.0397415,1.7175447776
164347,2019-06-27 14:38:00,0.05135749999999999,2.0470872338
164493,2019-06-27 17:04:00,0.041485666666666664,1.7104877636
165292,2019-06-28 06:23:00,0.037378999999999996,1.6489450387
165319,2019-06-28 06:50:00,0.07977033333333333,3.167038196
165406,2019-06-28 08:17:00,0.06265933333333333,2.4490437425
165419,2019-06-28 08:30:00,0.04562016666666666,1.8702998989
165532,2019-06-28 10:23:00,0.13511666666666666,4.7062341481
165554,2019-06-28 10:45:00,0.04601483333333333,1.914614871
165559,2019-06-28 10:50:00,0.0396815,1.7170460588
165671,2019-06-28 12:42:00,0.0354835,1.5338065487
165679,2019-06-28 12:50:00,0.03539933333333333,1.5351017217
165736,2019-06-28 13:47:00,0.06864833333333333,2.7725482372
165741,2019-06-28 13:52:00,0.09157866666666666,3.6294667888
165752,2019-06-28 14:03:00,0.03850016666666667,1.6902290445
165758,2019-06-28 14:09:00,0.07593733333333333,2.9972838797
165774,2019-06-28 14:25:00,0.21174733333333332,5.8939857126
165798,2019-06-28 14:49:00,0.12534683333333332,4.5130184637
165922,2019-06-28 16:53:00,0.077747,3.116179854
165987,2019-06-28 17:58:00,0.04033583333333333,1.7023757575
166240,2019-06-28 22:11:00,0.05948866666666667,2.3243438962
166284,2019-06-28 22:55:00,0.0401145,1.7001998814
169598,2019-07-01 06:09:00,0.0403405,1.7024778013
169632,2019-07-01 06:43:00,0.04057516666666666,1.7061625719
169635,2019-07-01 06:46:00,0.037698833333333334,1.6598150529
169637,2019-07-01 06:48:00,0.04952383333333333,1.9613288758
169638,2019-07-01 06:49:00,0.0373135,1.6493354386
169641,2019-07-01 06:52:00,0.06472883333333333,2.5648559206
169644,2019-07-01 06:55:00,0.03513583333333333,1.5376882656
169646,2019-07-01 06:57:00,0.036963666666666666,1.5997068395
169647,2019-07-01 06:58:00,0.035243666666666666,1.5230666677
169648,2019-07-01 06:59:00,0.038852333333333336,1.7136842422
169671,2019-07-01 07:22:00,0.08113433333333332,3.1950583077
169672,2019-07-01 07:23:00,0.0834615,3.2754856868
169673,2019-07-01 07:24:00,0.06207133333333333,2.4326117929
169674,2019-07-01 07:25:00,0.05729716666666667,2.2248936007
169675,2019-07-01 07:26:00,0.07909266666666666,3.1526753656
169676,2019-07-01 07:27:00,0.07911983333333333,3.1532403248
169677,2019-07-01 07:28:00,0.11788133333333334,4.3491036025
169678,2019-07-01 07:29:00,0.09210216666666668,3.640964643
169679,2019-07-01 07:30:00,0.04287433333333333,1.7550546333
169723,2019-07-01 08:14:00,0.10371316666666666,3.9513067578
169737,2019-07-01 08:28:00,0.0468995,1.9410165479
169760,2019-07-01 08:51:00,0.036433,1.5562673948
169761,2019-07-01 08:52:00,0.046466499999999994,1.9404079259
169763,2019-07-01 08:54:00,0.05237966666666667,2.069730841
169782,2019-07-01 09:13:00,0.0558435,2.1606910013
169914,2019-07-01 11:25:00,0.038699,1.7124047431
169926,2019-07-01 11:37:00,0.05012283333333334,1.9890536636
169938,2019-07-01 11:49:00,0.043951333333333335,1.7879218783
169979,2019-07-01 12:30:00,0.0398695,1.7133685656
170000,2019-07-01 12:51:00,0.049215999999999996,1.9540957806
170016,2019-07-01 13:07:00,0.11538333333333332,4.2747890251
170056,2019-07-01 13:47:00,0.041937833333333334,1.7199919788
170061,2019-07-01 13:52:00,0.07097266666666667,2.8666156477
170068,2019-07-01 13:59:00,0.035381333333333334,1.5357729644
170077,2019-07-01 14:08:00,0.0400765,1.7025140209
170108,2019-07-01 14:39:00,0.07378533333333333,2.9744425133
170142,2019-07-01 15:13:00,0.044400333333333326,1.8167279952
170354,2019-07-01 18:45:00,0.039149833333333335,1.7138055553
170402,2019-07-01 19:33:00,0.9037465,8.1323556876
170509,2019-07-01 21:20:00,0.04686283333333333,1.9411712556
170953,2019-07-02 04:44:00,0.036803166666666665,1.5954070874
171113,2019-07-02 07:24:00,0.07872783333333333,3.1447594621
171151,2019-07-02 08:02:00,0.037518166666666665,1.6445460262
171201,2019-07-02 08:52:00,0.036672166666666665,1.5898844866
171219,2019-07-02 09:10:00,0.056728,2.1913532714
171253,2019-07-02 09:44:00,0.050776,2.0111571757
171265,2019-07-02 09:56:00,0.071116,2.8708163652
171267,2019-07-02 09:58:00,0.07516016666666667,2.9917137074
171368,2019-07-02 11:39:00,0.05618716666666666,2.1752228044
171372,2019-07-02 11:43:00,0.039159,1.7137891903
171383,2019-07-02 11:54:00,0.03628566666666667,1.553954821
171413,2019-07-02 12:24:00,0.055770499999999994,2.1590311731
171416,2019-07-02 12:27:00,0.0503705,1.9991424724
171441,2019-07-02 12:52:00,0.042134333333333336,1.7282202288
171468,2019-07-02 13:19:00,0.09024016666666666,3.5798623651
171500,2019-07-02 13:51:00,0.0413855,1.7203125894
171505,2019-07-02 13:56:00,0.0382395,1.6850807057
171517,2019-07-02 14:08:00,0.035049833333333336,1.5402404445
171540,2019-07-02 14:31:00,0.037871833333333334,1.6657820166
171545,2019-07-02 14:36:00,0.03480283333333333,1.5339397379
171547,2019-07-02 14:38:00,0.08396616666666666,3.3063525985
171559,2019-07-02 14:50:00,0.0403915,1.7034528369
171575,2019-07-02 15:06:00,0.040689333333333334,1.7071881975
171626,2019-07-02 15:57:00,0.04558866666666666,1.8767412438
171639,2019-07-02 16:10:00,0.0442865,1.7973044212
171643,2019-07-02 16:14:00,0.08147566666666665,3.2014768628
171644,2019-07-02 16:15:00,0.0582165,2.2709989769
171658,2019-07-02 16:29:00,0.044483833333333334,1.8556297387
171663,2019-07-02 16:34:00,0.0384,1.6894110648
171675,2019-07-02 16:46:00,0.03573666666666667,1.5505811141
171696,2019-07-02 17:07:00,0.043920833333333326,1.7870671209
171811,2019-07-02 19:02:00,0.0421185,1.7280003749
171994,2019-07-02 22:05:00,0.04633,1.9390854657
172252,2019-07-03 02:23:00,0.03471333333333333,1.5351417407
172486,2019-07-03 06:17:00,0.05901083333333333,2.305324729
172533,2019-07-03 07:04:00,0.04816566666666667,1.9538732086
172536,2019-07-03 07:07:00,0.1050975,4.010872258
172611,2019-07-03 08:22:00,0.04451466666666667,1.855622179
172669,2019-07-03 09:20:00,0.04282133333333333,1.7526538594
172729,2019-07-03 10:20:00,0.08166233333333332,3.2044418065
172746,2019-07-03 10:37:00,0.0433585,1.7742134413
172913,2019-07-03 13:24:00,0.8614793333333334,8.0961121037
172933,2019-07-03 13:44:00,0.0382075,1.6855609943
172945,2019-07-03 13:56:00,0.22679649999999998,6.0575624121
173014,2019-07-03 15:05:00,0.03603083333333333,1.5482923996
173063,2019-07-03 15:54:00,0.12736866666666666,4.556062701
173149,2019-07-03 17:20:00,0.037358166666666665,1.6502478763
173182,2019-07-03 17:53:00,0.03561183333333333,1.5500779988
173201,2019-07-03 18:12:00,0.0371105,1.6037665509
173353,2019-07-03 20:44:00,0.04736516666666666,1.9425169851
173436,2019-07-03 22:07:00,0.0406775,1.7070893867
173442,2019-07-03 22:13:00,0.04321383333333333,1.7694220774
173492,2019-07-03 23:03:00,0.07973066666666667,3.166064579
173504,2019-07-03 23:15:00,0.07571333333333333,3.0042994942
173557,2019-07-04 00:08:00,0.07947033333333334,3.1602077084
173840,2019-07-04 04:51:00,0.054669333333333334,2.1401224632
173978,2019-07-04 07:09:00,0.0366335,1.5850138866
174047,2019-07-04 08:18:00,0.04699266666666667,1.9401582078
174093,2019-07-04 09:04:00,0.03644883333333333,1.5721502996
174103,2019-07-04 09:14:00,0.037328999999999994,1.6495697532
174106,2019-07-04 09:17:00,0.04946816666666667,1.9602158353
174111,2019-07-04 09:22:00,0.0365565,1.5686641388
174115,2019-07-04 09:26:00,0.06693149999999999,2.6817707421
174119,2019-07-04 09:30:00,0.09649033333333333,3.7612966914
174120,2019-07-04 09:31:00,0.08248833333333333,3.2162489023
174121,2019-07-04 09:32:00,0.06483933333333333,2.5689763569
174123,2019-07-04 09:34:00,0.045683999999999995,1.8713027846
174139,2019-07-04 09:50:00,0.035053666666666664,1.5400960579
174226,2019-07-04 11:17:00,0.037266499999999994,1.6489132887
174257,2019-07-04 11:48:00,0.12820299999999998,4.5732859409
174314,2019-07-04 12:45:00,0.04722266666666667,1.9404750023
174316,2019-07-04 12:47:00,0.04029283333333333,1.7017034576
174344,2019-07-04 13:15:00,0.04874849999999999,1.9531859383
174352,2019-07-04 13:23:00,0.048531500000000005,1.9543715623
174354,2019-07-04 13:25:00,0.0385645,1.6919624928
174370,2019-07-04 13:41:00,0.08004833333333333,3.1737455468
174468,2019-07-04 15:19:00,0.0362415,1.5501651111
174485,2019-07-04 15:36:00,0.043652166666666666,1.7781755743
174534,2019-07-04 16:25:00,0.11788649999999999,4.3492093484
174596,2019-07-04 17:27:00,0.035562333333333335,1.5475734644
174616,2019-07-04 17:47:00,0.042569833333333335,1.7337316854
175325,2019-07-05 05:36:00,0.04478,1.8431988773
175357,2019-07-05 06:08:00,0.06214483333333334,2.4349686134
175382,2019-07-05 06:33:00,0.03482166666666667,1.5337380302
175407,2019-07-05 06:58:00,0.09301866666666665,3.6616041848
175426,2019-07-05 07:17:00,0.2549798333333333,6.3573756503
175431,2019-07-05 07:22:00,0.0544755,2.1385678028
175450,2019-07-05 07:41:00,0.04122066666666667,1.71673132
175460,2019-07-05 07:51:00,0.05729716666666667,2.2248936007
175468,2019-07-05 07:59:00,0.03875483333333333,1.7123998559
175469,2019-07-05 08:00:00,0.060970166666666666,2.3970337358
175475,2019-07-05 08:06:00,0.19264649999999997,5.6105177605
175510,2019-07-05 08:41:00,0.06570283333333334,2.6125149244
175513,2019-07-05 08:44:00,0.036026499999999996,1.5481319258
175517,2019-07-05 08:48:00,0.06419833333333333,2.5060848128
175521,2019-07-05 08:52:00,0.037664833333333335,1.658910556
175535,2019-07-05 09:06:00,0.0431875,1.7686330248
175545,2019-07-05 09:16:00,0.0374655,1.6435913744
175548,2019-07-05 09:19:00,0.043671499999999995,1.7786421079
175615,2019-07-05 10:26:00,0.03715483333333333,1.6075273689
175722,2019-07-05 12:13:00,0.03858166666666667,1.6920184578
175780,2019-07-05 13:11:00,0.0365715,1.5882049638
175783,2019-07-05 13:14:00,0.08621516666666668,3.3989998549
175785,2019-07-05 13:16:00,0.06125666666666667,2.4065278933
175792,2019-07-05 13:23:00,0.048868166666666664,1.9504538347
175838,2019-07-05 14:09:00,0.07569066666666667,3.0037933194
175863,2019-07-05 14:34:00,0.036241166666666665,1.5501593615
175865,2019-07-05 14:36:00,0.035727999999999996,1.5507459401
176088,2019-07-05 18:19:00,0.05370383333333333,2.0932469808
176114,2019-07-05 18:45:00,0.06245716666666666,2.4455142085
176328,2019-07-05 22:19:00,0.08472933333333332,3.3520706365
176361,2019-07-05 22:52:00,0.05572766666666666,2.158050811
177958,2019-07-07 01:29:00,0.6040291666666667,7.8006370241
179675,2019-07-08 06:06:00,0.04640683333333333,1.939873103
179676,2019-07-08 06:07:00,0.03878133333333333,1.7124109847
179695,2019-07-08 06:26:00,0.04808783333333333,1.9528901171
179714,2019-07-08 06:45:00,0.036249500000000004,1.551199286
179719,2019-07-08 06:50:00,0.03881433333333333,1.7137184645
179735,2019-07-08 07:06:00,0.04611916666666666,1.933801116
179736,2019-07-08 07:07:00,0.0415935,1.7167675771
179738,2019-07-08 07:09:00,0.045006333333333336,1.8424072452
179739,2019-07-08 07:10:00,0.05358466666666666,2.0927741442
179740,2019-07-08 07:11:00,0.0575175,2.2386239602
179741,2019-07-08 07:12:00,0.044341,1.8162988214
