,Combined_frozenset,antecedent support,consequent support,support,confidence,lift,leverage,conviction,time_elapsed_aggregate
0,"frozenset({'org_HPMS.STI', 'loc_AT-GRK01-s1'})",0.20144259369422962,0.20144259369422962,0.12425639500297442,0.6652742669362992,3.3025501446140098,0.08663201700356116,3.226728519436473,"4.97,4.02,3301"
1,"frozenset({'org_HPMS.STI', 'role__PM+RM'})",0.2112581796549673,0.2112581796549673,0.08811719214753123,0.43651134265502145,2.0662458768126464,0.04547115803495058,1.4248469591042925,"5.31,4.03,2335"
2,"frozenset({'org_T&O.TO-FO', 'role__PMO+RM'})",0.1967207019631172,0.1967207019631172,0.02007733491969066,0.5178229665071771,2.6322749021313614,0.01244996480594077,17.760351432798032,"4.79,2.87,1350"
3,"frozenset({'role__Core Team Support User', 'org_The Support IT.A Support PMO'})",0.043129089827483647,0.043129089827483647,0.037105889351576445,0.8774583963691377,20.344931921331316,0.03528204990620226,inf,"5.72,3.6,1242"
4,"frozenset({'role__Core Team User', 'org_The Support IT.A Support PMO'})",0.030748066627007735,0.030748066627007735,0.012046400951814397,0.610493410859778,19.85469259792574,0.01143967279964583,20.384238994049994,"6.21,3.84,339"
5,"frozenset({'org_HPMS.AAA', 'role__PMO+RM', 'loc_AT-GRK01-s1'})",0.13832911957168353,0.1383291195716835,0.014649018441403927,0.3428948499324902,2.395920089833284,0.00848939453832083,6.120072982040624,"4.98,3.51,534"
6,"frozenset({'org_HPMS.STI', 'loc_AT-GRK01-s1', 'role_<No Rights>'})",0.09684215744596471,0.0968421574459647,0.011972040452111839,0.39228728044727346,4.167529979094325,0.009029973474402118,2.550112050978187,"5.1,4.03,316"
7,"frozenset({'org_HPMS.STI', 'role__PM+RM', 'loc_AT-GRK01-s1'})",0.1386451516954194,0.1386451516954194,0.019631171921475312,0.4951194978675464,3.5711273839221045,0.014133980191530705,4.831398764079791,"4.79,3.67,674"
8,"frozenset({'org_HPMS.STI', 'loc_AT-GRK01-s1', 'role__PMO+RM'})",0.13526174895895302,0.135261748958953,0.05629089827483641,0.5584145940426603,4.397633618511442,0.04227401043471121,2.8878263119984418,"5.62,4.55,1172"
9,"frozenset({'role__Program Manager', 'org_HPMS.STI', 'loc_AT-GRK01-s1'})",0.13065139797739442,0.1306513979773944,0.03509815585960738,0.42813561667146904,3.2401381584471602,0.02417962033059413,2.865102751116241,"4.55,3.9,1009"
10,"frozenset({'loc_BE-LEU01-s1', 'org_HPMS.SIP', 'role__PMO+RM'})",0.08194527067221892,0.08194527067221892,0.010261748958953003,0.5132088788424644,15.625923211926965,0.00825886666753959,inf,"3.5,3.14,486"
11,"frozenset({'role__Program Manager', 'org_HPMS.RPS', 'loc_CN-CDU01'})",0.08039609359508229,0.08039609359508229,0.010707911957168352,0.5770802299235704,15.766981327433987,0.009065684724693041,inf,"5.92,5.66,207"
12,"frozenset({'role__Program Manager', 'org_HPMS.STI', 'loc_CN-SHA01-s1'})",0.12041443585167559,0.1204144358516756,0.01078227245687091,0.4362883622627543,4.58197801746109,0.007912293360974263,3.2421808331025095,"7.87,6.83,156"
13,"frozenset({'role__Program Manager', 'loc_CN-SHA02', 'org_HPMS.MICR'})",0.08983987705730716,0.08983987705730716,0.014351576442593694,0.5429107169254427,10.339572784483963,0.011768522267099022,inf,"6.24,5.35,252"
14,"frozenset({'role__Program Manager', 'org_HPMS.MICR', 'loc_CN-TNJ03'})",0.09088092405314296,0.09088092405314296,0.01591314693634741,0.5450687595955955,9.611191813625675,0.013202628940782087,inf,"18.63,6.91,239"
15,"frozenset({'org_HPMS.STI', 'role_<No Rights>'})",0.14013236168947057,0.14013236168947057,0.016061867935752528,0.3596628260408567,2.5665936240899128,0.009803819218964376,1.6038175464692133,"4.99,3.94,454"
16,"frozenset({'org_HPMS.STI', 'loc_DE-HBG02', 'role__PMO+RM'})",0.06383848899464604,0.06383848899464604,0.010930993456276026,0.17171121379355386,2.689775658818535,0.00686708819323361,1.1303272169244882,"4.11,3.5,417"
17,"frozenset({'role__Program Manager', 'loc_FR-TLS02', 'org_HPMS.AAA'})",0.04976576442593694,0.04976576442593694,0.017028554431885782,0.4497411399483432,9.782950616336286,0.015066090824737125,1.9786640955697368,"5.41,5.25,318"
18,"frozenset({'org_HPMS.STI', 'role__PM+RM', 'loc_IN-BLR01-s1'})",0.11750198294665874,0.11750198294665876,0.042311124330755505,0.49942216657746114,4.417099660401379,0.03242976884515947,3.002342371135965,"6.78,5.23,783"
19,"frozenset({'role__Program Manager', 'org_HPMS.STI', 'loc_IN-BLR01-s1'})",0.11436644854253421,0.11436644854253421,0.017623438429506245,0.25332723664438167,2.274717473881096,0.009799409455541357,1.23040817534322,"5.56,4.81,362"
20,"frozenset({'role__Program Manager', 'loc_IN-BLR01-s1', 'org_T&O.TO-PT'})",0.13896118381915526,0.13896118381915526,0.011600237953599048,0.33771370353858343,2.355095731637385,0.0066122259853186455,2.5020343277150663,"5.26,4.86,241"
21,"frozenset({'loc_MX-GDL01', 'role__Program Manager', 'org_T&O.TO-PT'})",0.11230914138409677,0.11230914138409677,0.028256989886972037,0.5949564652551694,7.118808387241742,0.022634531385232744,inf,"4.44,3.65,845"
22,"frozenset({'org_T&O.TO-PT', 'role__PMO+RM', 'loc_NL-HTC01-s1'})",0.08148051754907794,0.08148051754907794,0.023200475907198096,0.38211767676352953,4.9588842826230675,0.018265052095700944,1.6039040871423744,"4.02,3.46,870"
23,"frozenset({'role__Program Manager', 'org_T&O.TO-PT', 'loc_NL-HTC01-s1'})",0.08341389054134445,0.08341389054134445,0.015392623438429506,0.30857256661733007,3.6102771373361073,0.010930929867210991,1.6050469808447305,"5.5,3.82,427"
24,"frozenset({'org_HPMS.AAA', 'loc_NL-NYM01-s1', 'role__PMO+RM'})",0.11858021019234583,0.11858021019234583,0.014723378941106485,0.2644610925601268,2.3203757053380545,0.008322203219474921,1.3782664187925528,"5.17,3.39,532"
25,"frozenset({'loc_NL-NYM01-s1', 'org_HPMS.SIP', 'role__PMO+RM'})",0.061254461629982146,0.06125446162998215,0.013682331945270671,0.2721067186288822,4.4361137089757605,0.010597170218040379,1.3248166280983944,"4.53,3.3,507"
26,"frozenset({'loc_NL-NYM01-s1', 'org_T&O.TO-PT', 'role__PMO+RM'})",0.13656305770374777,0.13656305770374777,0.012120761451516955,0.29908595343207034,2.169725176117768,0.006531647580952529,1.717490711856462,"5.08,5.04,246"
27,"frozenset({'role__Core Team Support User', 'org_The Support IT.A Support PMO', 'loc_NXP-REMOTE'})",0.039336704342653184,0.039336704342653184,0.037105889351576445,0.953247286978689,24.4299379370317,0.035563489578559544,inf,"5.72,3.6,1242"
28,"frozenset({'loc_RU-MOW02', 'role__Program Manager', 'org_T&O.TO-PT'})",0.10612482649216737,0.10612482649216735,0.01457465794170137,0.5022338725755028,6.446625959873667,0.011352093147061386,inf,"5.15,4.38,349"
29,"frozenset({'loc_US-AUS01', 'org_HPMS.MICR', 'role__PMO+RM'})",0.12299226650803093,0.12299226650803091,0.040005948839976206,0.5348752538076582,5.628382942975204,0.030138138746813106,3.5469537968461466,"5.85,3.55,1556"
30,"frozenset({'loc_US-CHD01', 'org_HPMS.AAA', 'role__PMO+RM'})",0.0704565734681737,0.0704565734681737,0.010113027959547887,0.1541106221690357,2.1873136115347673,0.005477136291781222,1.1006011053702134,"3.72,3.63,366"
31,"frozenset({'loc_FR-TLS02', 'org_HPMS.AAA', 'role__PMO+RM'})",0.057090273646638906,0.057090273646638906,0.014351576442593694,0.3353453400987059,5.858868034915698,0.011770366349985014,1.6245868854820291,"5.25,4.5,298"
