Combined_frozenset,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'HPMS.MICR', '_PM+RM', 'CN-SHA02'})",0.0320266606416629,0.0320266606416629,0.0016568760355475222,0.3191304347826087,10.851183574879226,0.0015014354306022953,6.00335776813824
"frozenset({'HPMS.MICR', '_Program Manager', 'CN-SHA02'})",0.09099010895215143,0.09099010895215143,0.01453532158457599,0.5429107169254427,10.208867298659879,0.011885701621966135,inf
"frozenset({'HPMS.MICR', 'CN-SZH02', '_Program Manager'})",0.08386052116282572,0.08386052116282572,0.0013556258472661546,0.4546663154270942,9.327097871321579,0.001119189371544871,inf
"frozenset({'HPMS.MICR', 'CN-TNJ03', '_Program Manager'})",0.0920444846111362,0.09204448461113622,0.016116885073053172,0.5450687595955955,9.48969399920596,0.013336516523993314,inf
"frozenset({'CN-TNJ03', '_PMO+RM', 'T&O.TO-PT'})",0.061624491640307276,0.06162449164030728,0.002861876788672993,0.3018504899649639,4.235320336217686,0.002046824643100317,inf
"frozenset({'DE-HBG02', '_PMO+RM', 'T&O.SSC-GTI'})",0.0855676055630868,0.0855676055630868,0.0024853140533212833,0.2081328924834136,2.7354602523276053,0.0015600553412795047,1.5584813803156077
"frozenset({'DE-DRS01-s1', '_PM+RM', 'HPMS.IDA'})",0.03702866897625144,0.03702866897625144,0.0027112516945323093,0.4527017195581003,36.190219462823165,0.0024356955745013296,inf
"frozenset({'DE-HBG02', 'HPMS.CBS', '_PM+RM'})",0.04900336396043581,0.0490033639604358,0.0036150022593764122,0.23493357473684215,6.487353570029298,0.002819567601086004,1.3683411908235874
"frozenset({'DE-HBG02', 'HPMS.CBS', '_Program Manager'})",0.02920244012652508,0.029202440126525078,0.00195812622382889,0.12709831562320917,4.22174178430922,0.00147549746722282,1.1287616092146635
"frozenset({'DE-HBG02', '_Program Manager', 'HPMS.IDA'})",0.08119947783300697,0.08119947783300697,0.004744690465431541,0.2620793935962261,4.627953158293266,0.00349094660902695,1.6373937112419081
"frozenset({'DE-HBG02', '_Program Manager', 'HPMS.OPS'})",0.07837525731786915,0.07837525731786914,0.008811568007230005,0.4579646195432281,12.748633563186148,0.007321155123934536,2.80336915872287
"frozenset({'DE-HBG02', 'HPMS.SEN', '_PMO+RM'})",0.08462619872470754,0.08462619872470754,0.008886880554300347,0.44896062567454137,10.50002732918462,0.00728284657272855,3.5496347267391273
"frozenset({'DE-HBG02', 'HPMS.STI', '_PM+RM'})",0.13435758397348999,0.13435758397348999,0.005799066124416327,0.3119731104651162,2.3219613008720925,0.0033015800025596505,1.4363057810235715
"frozenset({'DE-DRS01-s1', '_Program Manager', 'HPMS.IDA'})",0.014460009037505649,0.014460009037505649,0.0014309383943364965,0.36616708638533463,24.133524124508504,0.0013682233142825145,inf
"frozenset({'4_to_6', 'GB-EKB02', 'HPMS.CBS', '_PM+RM'})",0.032823718431490685,0.03282371843149068,0.004142190088868805,0.3920158124125692,19.648564934545643,0.003814862028374222,2.923454469401058
"frozenset({'HPMS.SEN', 'FR-TLS02', '_Program Manager'})",0.17495104684440427,0.17495104684440427,0.0010543756589847869,0.46817821924710284,2.6760526884042326,0.0006603715859134433,5.385156538034403
"frozenset({'GB-EKB02', 'HPMS.CBS', '_Resource Manager'})",0.010581412863383039,0.010581412863383039,0.0010543756589847869,0.39691360891866007,45.70875353875104,0.001011175970577641,inf
"frozenset({'_PMO+RM', 'HPMS.Kechichian, Kevork - NXF53803', 'IN-NDA02'})",0.013104383190239493,0.013104383190239493,0.0021840638650399155,0.36118792199715705,26.980522054904053,0.00208028081563341,inf
"frozenset({'HPMS.Kechichian, Kevork - NXF53803', '_PM+RM', 'US-AUS01'})",0.035434553396595875,0.035434553396595875,0.0015815634884771804,0.14126256973132997,5.101362408665468,0.001205590639019078,1.1376216300214246
"frozenset({'_PMO+RM', 'HPMS.Kechichian, Kevork - NXF53803', 'US-AUS01'})",0.05269995481247175,0.05269995481247176,0.005573128483205302,0.22019051891059255,4.100645310171266,0.004118960495818152,1.2991123547662278
"frozenset({'HPMS.Kechichian, Kevork - NXF53803', '_Program Manager', 'US-AUS01'})",0.036714866696791686,0.036714866696791686,0.0021087513179695737,0.15510127507777005,4.933908471602708,0.001639020643306414,1.1612250304443672
"frozenset({'HPMS.MICR', 'RO-BUH03', '_PM+RM'})",0.030558065973791234,0.030558065973791234,0.0013556258472661546,0.3256122448979592,12.44498866213152,0.0012416871181240377,inf
"frozenset({'HPMS.MICR', '_PMO+RM', 'RO-BUH03'})",0.040009790631119146,0.040009790631119146,0.0033137520710950445,0.3518136965592934,8.32048954741714,0.002901830214005384,inf
"frozenset({'_Program Manager', 'HPMS.IDA', 'NL-NYM01-s1'})",0.04712682632926646,0.04712682632926646,0.008133755083596927,0.2531332435439841,5.909219852521529,0.0066255983569953585,1.3072258966280537
"frozenset({'HPMS.MICR', 'RO-BUH03', '_Program Manager'})",0.04151604157252598,0.04151604157252598,0.005196565747853593,0.40712002171760725,9.794562294401329,0.0046660002544223235,inf
"frozenset({'HPMS.MICR', 'US-AUS01', '_Program Manager'})",0.05735050459406537,0.05735050459406537,0.006928754330471456,0.2999700278312995,5.230468850353243,0.005604063460741199,1.4889006675885457
"frozenset({'HPMS.MICR', '_Program Manager', 'US-SJO01-s1'})",0.0841366671687503,0.0841366671687503,0.0012803133001958126,0.39024644766182065,6.634272187263555,0.0010213307049832948,inf
"frozenset({'_PMO+RM', 'HPMS.OPS', 'TW-KHH01-s1'})",0.06776874027212933,0.06776874027212935,0.002184063865039915,0.6648273875941727,155.9943611874195,0.0018833827653930858,inf
"frozenset({'HPMS.RPS', '_PMO+RM', 'US-CHD01'})",0.11049605864336998,0.11049605864336998,0.0312547070341919,0.5113012271073695,6.7296316547858455,0.023818633819279067,2.226719690840112
"frozenset({'HPMS.RPS', '_Program Manager', 'US-CHD01'})",0.05181503238439524,0.05181503238439524,0.009112818195511373,0.24559999589810422,4.855965947042701,0.007086594182849336,1.303479722761786
"frozenset({'HPMS.SEN', '_Program Manager', 'US-CHD01'})",0.08182708239192649,0.0818270823919265,0.00783250489531556,0.4058366725452451,10.090604068527204,0.006259922041436566,2.0423989881429803
"frozenset({'HPMS.MICR', '_PMO+RM', 'US-AUS01'})",0.12456695285434553,0.12456695285434553,0.040518150323843954,0.5348752538076582,5.557232950388516,0.030396044927010434,3.5385801335894946
"frozenset({'GB-EKB02', 'HPMS.CBS', '_PM+RM'})",0.04038007732088166,0.040380077320881655,0.004895315559572225,0.3907522699675578,16.50874528100741,0.004413446848252148,2.094147838559221
"frozenset({'_PMO+RM', 'NL-NYM01-s1', 'HPMS.IDA'})",0.05117487573429733,0.051174875734297326,0.00512125320078325,0.3212145085121023,6.021690526333177,0.003822534326310946,inf
"frozenset({'HPMS.IDA', '_PM+RM', 'IN-BLR01-s1'})",0.058630817894261174,0.05863081789426119,0.0033890646181653863,0.20203053813601526,3.35525070299544,0.0022885341693256716,1.2792227679973294
"frozenset({'GB-EKB02', 'HPMS.Kechichian, Kevork - NXF53803', '_PM+RM'})",0.03687804388211076,0.03687804388211076,0.0024853140533212833,0.3198455900067328,20.301927175543256,0.0022218619380687424,1.7660193223738476
"frozenset({'GB-EKB02', 'HPMS.STI', '_Program Manager'})",0.15277150173218856,0.1527715017321886,0.0012803133001958126,0.4156147319302252,2.695484717114074,0.0008033933912043158,inf
"frozenset({'HPMS.AAA', '_Program Manager', 'IN-BLR01-s1'})",0.17566651604157252,0.17566651604157252,0.0021840638650399155,0.42960166143762624,2.4455523517979856,0.0012909879660782033,2.716036244024173
"frozenset({'HPMS.AAA', '_PMO+RM', 'NL-HTC01-s1'})",0.12944344027715016,0.12944344027715018,0.007305317065823166,0.3230482040097265,2.3516476467248513,0.004149019152483257,inf
"frozenset({'HPMS.AAA', '_PMO+RM', 'NL-NYM01-s1'})",0.12009840839483858,0.12009840839483858,0.014911884319927697,0.2644610925601268,2.2910431748571303,0.008345749107931821,1.373982880496345
"frozenset({'HPMS.AAA', '_PM+RM', 'US-CHD01'})",0.04161018225636391,0.04161018225636391,0.0013556258472661546,0.29870246891331775,7.178590737069742,0.0011667829535954239,1.6032025640235652
"frozenset({'_PM+RM', 'HPMS.IDA', 'NL-HTC01-s1'})",0.04910378068986293,0.04910378068986292,0.0024853140533212833,0.21796619340115655,5.137000146970933,0.0019555813955827515,1.3425108630015405
"frozenset({'HPMS.AAA', '_PMO+RM', 'US-CHD01'})",0.07135863834914896,0.07135863834914896,0.0102425064015665,0.1541106221690357,2.159663156897579,0.005487146942232315,1.099518433555137
"frozenset({'HPMS.AMP', '_Program Manager', 'US-AUS01'})",0.031518300948938094,0.03151830094893809,0.0012803133001958126,0.28708309201920956,9.840395670238705,0.0011484851469341101,2.946624522206349
