,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
862,"frozenset({'<No Rights>', 'AT-GRK01-s1'})",frozenset({'HPMS.CBS'}),0.013556258472661545,0.029974393733996085,0.0013556258472661546,0.1,3.336180904522613,0.0009492852182467771,1.0778062291844488
863,"frozenset({'<No Rights>', 'HPMS.CBS'})",frozenset({'AT-GRK01-s1'}),0.0013556258472661546,0.1489682181051363,0.0013556258472661546,1.0,6.7128412537917095,0.00115368068038165,inf
864,"frozenset({'AT-GRK01-s1', 'HPMS.CBS'})",frozenset({'<No Rights>'}),0.00391625244765778,0.024777827986142493,0.0013556258472661546,0.34615384615384615,13.970306289455225,0.0012585896177677806,1.4915162630800174
865,frozenset({'<No Rights>'}),"frozenset({'AT-GRK01-s1', 'HPMS.CBS'})",0.024777827986142493,0.00391625244765778,0.0013556258472661546,0.0547112462006079,13.970306289455225,0.0012585896177677806,1.053734896928362
866,frozenset({'AT-GRK01-s1'}),"frozenset({'<No Rights>', 'HPMS.CBS'})",0.1489682181051363,0.0013556258472661546,0.0013556258472661546,0.009100101112234582,6.7128412537917095,0.00115368068038165,1.0078155979969936
867,frozenset({'HPMS.CBS'}),"frozenset({'<No Rights>', 'AT-GRK01-s1'})",0.029974393733996085,0.013556258472661545,0.0013556258472661546,0.04522613065326633,3.3361809045226134,0.0009492852182467771,1.0331700240207387
868,"frozenset({'<No Rights>', 'AT-GRK01-s1'})",frozenset({'HPMS.STI'}),0.013556258472661545,0.2590751619219762,0.01212532007832505,0.8944444444444445,3.4524515503875968,0.008613230219464097,7.019287939686544
869,"frozenset({'<No Rights>', 'HPMS.STI'})",frozenset({'AT-GRK01-s1'}),0.016267510167193855,0.1489682181051363,0.01212532007832505,0.7453703703703703,5.0035529715762275,0.009701978075710993,3.34223390707801
870,"frozenset({'AT-GRK01-s1', 'HPMS.STI'})",frozenset({'<No Rights>'}),0.12584726615454134,0.024777827986142493,0.01212532007832505,0.09634949132256135,3.888536613316017,0.009007098165021533,1.0792028141954675
871,frozenset({'<No Rights>'}),"frozenset({'AT-GRK01-s1', 'HPMS.STI'})",0.024777827986142493,0.12584726615454134,0.01212532007832505,0.48936170212765956,3.888536613316017,0.009007098165021533,1.7118824371140229
872,frozenset({'AT-GRK01-s1'}),"frozenset({'<No Rights>', 'HPMS.STI'})",0.1489682181051363,0.016267510167193855,0.01212532007832505,0.08139534883720932,5.003552971576228,0.009701978075710993,1.0708986598179915
873,frozenset({'HPMS.STI'}),"frozenset({'<No Rights>', 'AT-GRK01-s1'})",0.2590751619219762,0.013556258472661545,0.01212532007832505,0.04680232558139535,3.4524515503875968,0.008613230219464097,1.0348784601567687
874,"frozenset({'<No Rights>', 'DE-HBG02'})",frozenset({'HPMS.STI'}),0.0023346889591805997,0.2590751619219762,0.001882813676758548,0.8064516129032258,3.1128094523630905,0.0012779537566213841,3.828111663403122
875,"frozenset({'DE-HBG02', 'HPMS.STI'})",frozenset({'<No Rights>'}),0.021162825726766078,0.024777827986142493,0.001882813676758548,0.08896797153024912,3.5906283464396584,0.0013584448212000271,1.0704587122495859
876,frozenset({'<No Rights>'}),"frozenset({'DE-HBG02', 'HPMS.STI'})",0.024777827986142493,0.021162825726766078,0.001882813676758548,0.07598784194528875,3.590628346439659,0.0013584448212000271,1.0593336524207038
877,frozenset({'HPMS.STI'}),"frozenset({'<No Rights>', 'DE-HBG02'})",0.2590751619219762,0.0023346889591805997,0.001882813676758548,0.007267441860465116,3.1128094523630905,0.0012779537566213841,1.0049688638302836
878,"frozenset({'<No Rights>', 'HPMS.STI'})",frozenset({'GB-TON01'}),0.016267510167193855,0.0014309383943364965,0.0014309383943364965,0.08796296296296297,61.47222222222222,0.0014076605894579996,1.0948777528265143
879,"frozenset({'<No Rights>', 'GB-TON01'})",frozenset({'HPMS.STI'}),0.0014309383943364965,0.2590751619219762,0.0014309383943364965,1.0,3.8598837209302324,0.001060217798123396,inf
880,"frozenset({'HPMS.STI', 'GB-TON01'})",frozenset({'<No Rights>'}),0.0014309383943364965,0.024777827986142493,0.0014309383943364965,1.0,40.358662613981764,0.0013954828489428598,inf
881,frozenset({'<No Rights>'}),"frozenset({'HPMS.STI', 'GB-TON01'})",0.024777827986142493,0.0014309383943364965,0.0014309383943364965,0.05775075987841945,40.35866261398176,0.0013954828489428598,1.0597716815105267
882,frozenset({'HPMS.STI'}),"frozenset({'<No Rights>', 'GB-TON01'})",0.2590751619219762,0.0014309383943364965,0.0014309383943364965,0.005523255813953488,3.8598837209302324,0.001060217798123396,1.0041150458706467
883,frozenset({'GB-TON01'}),"frozenset({'<No Rights>', 'HPMS.STI'})",0.0014309383943364965,0.016267510167193855,0.0014309383943364965,1.0,61.47222222222222,0.0014076605894579996,inf
884,"frozenset({'<No Rights>', 'T&O.TO-PT'})",frozenset({'MY-KUL01'}),0.005347190841994276,0.007380629612893508,0.0035396897123060704,0.6619718309859155,89.69042828398965,0.0035002240772318543,2.936498970728523
885,"frozenset({'<No Rights>', 'MY-KUL01'})",frozenset({'T&O.TO-PT'}),0.0035396897123060704,0.16704322940201838,0.0035396897123060704,1.0,5.986474301172227,0.002948408511681363,inf
886,"frozenset({'T&O.TO-PT', 'MY-KUL01'})",frozenset({'<No Rights>'}),0.006853441783401115,0.024777827986142493,0.0035396897123060704,0.5164835164835165,20.84458398744113,0.003369876310683916,2.0169367648468417
887,frozenset({'<No Rights>'}),"frozenset({'T&O.TO-PT', 'MY-KUL01'})",0.024777827986142493,0.006853441783401115,0.0035396897123060704,0.14285714285714285,20.84458398744113,0.003369876310683916,1.158670984586032
888,frozenset({'T&O.TO-PT'}),"frozenset({'<No Rights>', 'MY-KUL01'})",0.16704322940201838,0.0035396897123060704,0.0035396897123060704,0.021190261496844005,5.986474301172227,0.002948408511681363,1.0180326891838347
889,frozenset({'MY-KUL01'}),"frozenset({'<No Rights>', 'T&O.TO-PT'})",0.007380629612893508,0.005347190841994276,0.0035396897123060704,0.4795918367346939,89.69042828398966,0.0035002240772318543,1.911293633284011
890,"frozenset({'<No Rights>', 'NL-NYM01-s1'})",frozenset({'T&O.TO-PT'}),0.002033438770899232,0.16704322940201838,0.0013556258472661546,0.6666666666666667,3.990982867448152,0.0010159536681838758,2.4988703117939455
891,"frozenset({'<No Rights>', 'T&O.TO-PT'})",frozenset({'NL-NYM01-s1'}),0.005347190841994276,0.10460912788070492,0.0013556258472661546,0.2535211267605634,2.423508654518906,0.0007962608766734412,1.199485885291886
892,"frozenset({'NL-NYM01-s1', 'T&O.TO-PT'})",frozenset({'<No Rights>'}),0.014836571772857358,0.024777827986142493,0.0013556258472661546,0.09137055837563453,3.6875935383333593,0.0009880078239742377,1.073289206071117
893,frozenset({'<No Rights>'}),"frozenset({'NL-NYM01-s1', 'T&O.TO-PT'})",0.024777827986142493,0.014836571772857358,0.0013556258472661546,0.0547112462006079,3.6875935383333593,0.0009880078239742377,1.0421825333978454
894,frozenset({'NL-NYM01-s1'}),"frozenset({'<No Rights>', 'T&O.TO-PT'})",0.10460912788070492,0.005347190841994276,0.0013556258472661546,0.012958963282937367,2.423508654518906,0.0007962608766734412,1.0077117081841502
895,frozenset({'T&O.TO-PT'}),"frozenset({'<No Rights>', 'NL-NYM01-s1'})",0.16704322940201838,0.002033438770899232,0.0013556258472661546,0.008115419296663661,3.9909828674481513,0.0010159536681838758,1.0061317421846117
896,"frozenset({'HPMS.AAA', 'AT-GRK01-s1'})",frozenset({'_PMO+RM'}),0.01528844705527941,0.37776773610483505,0.014836571772857358,0.9704433497536945,2.568888915077663,0.009061089740225823,21.052191595119695
897,"frozenset({'AT-GRK01-s1', '_PMO+RM'})",frozenset({'HPMS.AAA'}),0.07184816990510619,0.09549630968519356,0.014836571772857358,0.20649895178197064,2.1623762474455885,0.007975336689284934,1.13988972332936
898,frozenset({'HPMS.AAA'}),"frozenset({'AT-GRK01-s1', '_PMO+RM'})",0.09549630968519356,0.07184816990510619,0.014836571772857358,0.1553627760252366,2.1623762474455885,0.007975336689284934,1.098876303044188
899,frozenset({'_PMO+RM'}),"frozenset({'HPMS.AAA', 'AT-GRK01-s1'})",0.37776773610483505,0.01528844705527941,0.014836571772857358,0.03927432216905901,2.568888915077663,0.009061089740225823,1.024966414104735
900,"frozenset({'AT-GRK01-s1', '_Program Manager'})",frozenset({'HPMS.OPS'}),0.039388462117788826,0.019807199879499925,0.0021840638650399155,0.05544933078393881,2.799453285738173,0.0014038887229267613,1.037734482718667
901,"frozenset({'AT-GRK01-s1', 'HPMS.OPS'})",frozenset({'_Program Manager'}),0.002786564241602651,0.3487724054827534,0.0021840638650399155,0.7837837837837837,2.247264323273824,0.0012121871514639345,3.0119276246422637
902,frozenset({'_Program Manager'}),"frozenset({'AT-GRK01-s1', 'HPMS.OPS'})",0.3487724054827534,0.002786564241602651,0.0021840638650399155,0.006262146404664219,2.2472643232738245,0.0012121871514639345,1.003497483919413
903,frozenset({'HPMS.OPS'}),"frozenset({'AT-GRK01-s1', '_Program Manager'})",0.019807199879499925,0.039388462117788826,0.0021840638650399155,0.11026615969581748,2.799453285738173,0.0014038887229267613,1.0796616857394083
904,"frozenset({'AT-GRK01-s1', '_PM+RM'})",frozenset({'HPMS.STI'}),0.021765326103328816,0.2590751619219762,0.019882512426570267,0.9134948096885813,3.525983745071216,0.014243657042065738,8.565091128181956
905,frozenset({'HPMS.STI'}),"frozenset({'AT-GRK01-s1', '_PM+RM'})",0.2590751619219762,0.021765326103328816,0.019882512426570267,0.07674418604651162,3.5259837450712155,0.014243657042065738,1.0595488911223392
906,"frozenset({'AT-GRK01-s1', '_PMO+RM'})",frozenset({'HPMS.STI'}),0.07184816990510619,0.2590751619219762,0.057011598132248834,0.7935010482180294,3.0628217785578467,0.03839752188028579,3.588031956986978
907,"frozenset({'_PMO+RM', 'HPMS.STI'})",frozenset({'AT-GRK01-s1'}),0.06808254255158909,0.1489682181051363,0.057011598132248834,0.8373893805309736,5.6212619791154035,0.046869463084271486,5.233555992060934
908,frozenset({'AT-GRK01-s1'}),"frozenset({'_PMO+RM', 'HPMS.STI'})",0.1489682181051363,0.06808254255158909,0.057011598132248834,0.38270980788675435,5.6212619791154035,0.046869463084271486,1.509691016243208
909,frozenset({'HPMS.STI'}),"frozenset({'AT-GRK01-s1', '_PMO+RM'})",0.2590751619219762,0.07184816990510619,0.057011598132248834,0.2200581395348837,3.062821778557847,0.03839752188028579,1.1900269457795134
910,"frozenset({'AT-GRK01-s1', '_Program Manager'})",frozenset({'HPMS.STI'}),0.039388462117788826,0.2590751619219762,0.03554752221720139,0.9024856596558317,3.483489706078527,0.02534295001617762,7.598111574800124
911,"frozenset({'HPMS.STI', '_Program Manager'})",frozenset({'AT-GRK01-s1'}),0.08186473866546166,0.1489682181051363,0.03554752221720139,0.43422263109475623,2.9148675913428583,0.023352277972564908,1.5041813771052308
912,frozenset({'AT-GRK01-s1'}),"frozenset({'HPMS.STI', '_Program Manager'})",0.1489682181051363,0.08186473866546166,0.03554752221720139,0.2386248736097068,2.9148675913428583,0.023352277972564908,1.2058908014075145
913,frozenset({'HPMS.STI'}),"frozenset({'AT-GRK01-s1', '_Program Manager'})",0.2590751619219762,0.039388462117788826,0.03554752221720139,0.1372093023255814,3.4834897060785273,0.02534295001617762,1.1133772541491935
914,"frozenset({'AT-GRK01-s1', '_Resource Manager'})",frozenset({'HPMS.STI'}),0.0012050007531254707,0.2590751619219762,0.0012050007531254707,1.0,3.8598837209302324,0.0008928149878933861,inf
915,"frozenset({'HPMS.STI', '_Resource Manager'})",frozenset({'AT-GRK01-s1'}),0.0018075011296882061,0.1489682181051363,0.0012050007531254707,0.6666666666666666,4.475227502527806,0.0009357405306127978,2.553095345684591
916,frozenset({'AT-GRK01-s1'}),"frozenset({'HPMS.STI', '_Resource Manager'})",0.1489682181051363,0.0018075011296882061,0.0012050007531254707,0.008088978766430738,4.475227502527806,0.0009357405306127978,1.0063327027346978
917,frozenset({'HPMS.STI'}),"frozenset({'AT-GRK01-s1', '_Resource Manager'})",0.2590751619219762,0.0012050007531254707,0.0012050007531254707,0.004651162790697674,3.8598837209302324,0.0008928149878933861,1.0034622655984955
918,"frozenset({'_PMO+RM', 'HPMS.SIP'})",frozenset({'BE-LEU01-s1'}),0.029748456092785057,0.013857508660942913,0.010393131495707185,0.34936708860759497,25.211392405063293,0.009980892007751737,1.5156664750152824
919,"frozenset({'_PMO+RM', 'BE-LEU01-s1'})",frozenset({'HPMS.SIP'}),0.010393131495707185,0.05241753276095797,0.010393131495707185,1.0,19.07758620689655,0.00984834918504201,inf
920,frozenset({'HPMS.SIP'}),"frozenset({'_PMO+RM', 'BE-LEU01-s1'})",0.05241753276095797,0.010393131495707185,0.010393131495707185,0.19827586206896552,19.07758620689655,0.00984834918504201,1.2343483521128813
921,frozenset({'BE-LEU01-s1'}),"frozenset({'_PMO+RM', 'HPMS.SIP'})",0.013857508660942913,0.029748456092785057,0.010393131495707185,0.7500000000000001,25.211392405063297,0.009980892007751737,3.8810061756288614
922,"frozenset({'HPMS.SIP', '_Program Manager'})",frozenset({'BE-LEU01-s1'}),0.010920319325199579,0.013857508660942913,0.002861876788672993,0.2620689655172414,18.91169415292354,0.0027105483690437774,1.3363613200389093
923,"frozenset({'_Program Manager', 'BE-LEU01-s1'})",frozenset({'HPMS.SIP'}),0.002861876788672993,0.05241753276095797,0.002861876788672993,1.0,19.07758620689655,0.002711864268344901,inf
924,frozenset({'HPMS.SIP'}),"frozenset({'_Program Manager', 'BE-LEU01-s1'})",0.05241753276095797,0.002861876788672993,0.002861876788672993,0.05459770114942529,19.07758620689655,0.002711864268344901,1.0547236075305222
925,frozenset({'BE-LEU01-s1'}),"frozenset({'HPMS.SIP', '_Program Manager'})",0.013857508660942913,0.010920319325199579,0.002861876788672993,0.20652173913043478,18.911694152923538,0.0027105483690437774,1.2465113783846802
926,"frozenset({'HPMS.MICR', 'CN-BJS01'})",frozenset({'_PM+RM'}),0.0012803133001958126,0.16885073053170657,0.0010543756589847869,0.8235294117647058,4.877262947998111,0.0008381938229372638,4.709845860320328
927,"frozenset({'HPMS.MICR', '_PM+RM'})",frozenset({'CN-BJS01'}),0.008133755083596927,0.0012803133001958126,0.0010543756589847869,0.12962962962962962,101.24836601307189,0.0010439619041707224,1.1474651719529665
928,"frozenset({'_PM+RM', 'CN-BJS01'})",frozenset({'HPMS.MICR'}),0.0010543756589847869,0.1016719385449616,0.0010543756589847869,1.0,9.835555555555555,0.0009471752417811822,inf
929,frozenset({'HPMS.MICR'}),"frozenset({'_PM+RM', 'CN-BJS01'})",0.1016719385449616,0.0010543756589847869,0.0010543756589847869,0.01037037037037037,9.835555555555555,0.0009471752417811822,1.0094136174104569
930,frozenset({'CN-BJS01'}),"frozenset({'HPMS.MICR', '_PM+RM'})",0.0012803133001958126,0.008133755083596927,0.0010543756589847869,0.8235294117647058,101.24836601307189,0.0010439619041707224,5.620575387859616
931,frozenset({'_PM+RM'}),"frozenset({'HPMS.MICR', 'CN-BJS01'})",0.16885073053170657,0.0012803133001958126,0.0010543756589847869,0.006244424620874219,4.877262947998111,0.0008381938229372638,1.0049953041207187
932,"frozenset({'HPMS.RPS', '_Program Manager'})",frozenset({'CN-CDU01'}),0.03185720741075463,0.011146256966410605,0.010845006778129237,0.34042553191489366,30.541690626797013,0.010489918158096726,1.4992298684702807
933,"frozenset({'HPMS.RPS', 'CN-CDU01'})",frozenset({'_Program Manager'}),0.011146256966410605,0.3487724054827534,0.010845006778129237,0.972972972972973,2.789707435788196,0.006957499923825313,24.09542099713817
934,"frozenset({'_Program Manager', 'CN-CDU01'})",frozenset({'HPMS.RPS'}),0.010845006778129237,0.07478535924084953,0.010845006778129237,1.0,13.371601208459214,0.010033959050257394,inf
935,frozenset({'HPMS.RPS'}),"frozenset({'_Program Manager', 'CN-CDU01'})",0.07478535924084953,0.010845006778129237,0.010845006778129237,0.14501510574018128,13.371601208459214,0.010033959050257394,1.1569268648637427
936,frozenset({'_Program Manager'}),"frozenset({'HPMS.RPS', 'CN-CDU01'})",0.3487724054827534,0.011146256966410605,0.010845006778129237,0.031094795940401647,2.789707435788196,0.006957499923825313,1.020588741695688
937,frozenset({'CN-CDU01'}),"frozenset({'HPMS.RPS', '_Program Manager'})",0.011146256966410605,0.03185720741075463,0.010845006778129237,0.972972972972973,30.541690626797013,0.010489918158096726,35.82128332580215
938,"frozenset({'HPMS.SIP', 'CN-SHA01-s1'})",frozenset({'_PM+RM'}),0.005422503389064619,0.16885073053170657,0.0038409399005874378,0.7083333333333333,4.195026761819803,0.002925346242033222,2.849654638177005
939,"frozenset({'HPMS.SIP', '_PM+RM'})",frozenset({'CN-SHA01-s1'}),0.010845006778129237,0.01762313601446001,0.0038409399005874378,0.35416666666666663,20.09668803418803,0.0036498168710587253,1.5210996603647071
940,"frozenset({'CN-SHA01-s1', '_PM+RM'})",frozenset({'HPMS.SIP'}),0.004594065371290857,0.05241753276095797,0.0038409399005874378,0.8360655737704917,15.950113058224986,0.003600130328481817,5.780253050158154
941,frozenset({'HPMS.SIP'}),"frozenset({'CN-SHA01-s1', '_PM+RM'})",0.05241753276095797,0.004594065371290857,0.0038409399005874378,0.07327586206896552,15.950113058224987,0.003600130328481817,1.074112450390049
942,frozenset({'CN-SHA01-s1'}),"frozenset({'HPMS.SIP', '_PM+RM'})",0.01762313601446001,0.010845006778129237,0.0038409399005874378,0.21794871794871792,20.09668803418803,0.0036498168710587253,1.2648211388738675
943,frozenset({'_PM+RM'}),"frozenset({'HPMS.SIP', 'CN-SHA01-s1'})",0.16885073053170657,0.005422503389064619,0.0038409399005874378,0.022747546833184657,4.195026761819803,0.002925346242033222,1.0177283192157542
944,"frozenset({'HPMS.SIP', '_Program Manager'})",frozenset({'CN-SHA01-s1'}),0.010920319325199579,0.01762313601446001,0.0015815634884771804,0.14482758620689656,8.218037135278514,0.001389113215687852,1.14874713933793
945,"frozenset({'CN-SHA01-s1', '_Program Manager'})",frozenset({'HPMS.SIP'}),0.012501882813676759,0.05241753276095797,0.0015815634884771804,0.12650602409638556,2.413429580390528,0.0009262456365176214,1.084818548701248
946,frozenset({'HPMS.SIP'}),"frozenset({'CN-SHA01-s1', '_Program Manager'})",0.05241753276095797,0.012501882813676759,0.0015815634884771804,0.030172413793103453,2.413429580390528,0.0009262456365176214,1.01822028083212
947,frozenset({'CN-SHA01-s1'}),"frozenset({'HPMS.SIP', '_Program Manager'})",0.01762313601446001,0.010920319325199579,0.0015815634884771804,0.08974358974358974,8.218037135278514,0.001389113215687852,1.086594578769499
948,"frozenset({'HPMS.STI', '_Program Manager'})",frozenset({'CN-SHA01-s1'}),0.08186473866546166,0.01762313601446001,0.010920319325199579,0.13339466421343146,7.569292100110867,0.009477605900909925,1.1335919863612336
949,"frozenset({'CN-SHA01-s1', '_Program Manager'})",frozenset({'HPMS.STI'}),0.012501882813676759,0.2590751619219762,0.010920319325199579,0.8734939759036144,3.371585177920986,0.0076813920109167,5.856834434331044
950,"frozenset({'HPMS.STI', 'CN-SHA01-s1'})",frozenset({'_Program Manager'}),0.011899382437114024,0.3487724054827534,0.010920319325199579,0.9177215189873418,2.6312905050990985,0.006770143088848092,7.91491999490192
951,frozenset({'_Program Manager'}),"frozenset({'HPMS.STI', 'CN-SHA01-s1'})",0.3487724054827534,0.011899382437114024,0.010920319325199579,0.0313107320233211,2.6312905050990985,0.006770143088848092,1.0200387784069829
952,frozenset({'HPMS.STI'}),"frozenset({'CN-SHA01-s1', '_Program Manager'})",0.2590751619219762,0.012501882813676759,0.010920319325199579,0.04215116279069767,3.371585177920986,0.0076813920109167,1.0309540282612903
953,frozenset({'CN-SHA01-s1'}),"frozenset({'HPMS.STI', '_Program Manager'})",0.01762313601446001,0.08186473866546166,0.010920319325199579,0.6196581196581196,7.569292100110866,0.009477605900909925,2.413973608452606
954,"frozenset({'HPMS.MICR', '_PM+RM'})",frozenset({'CN-SHA02'}),0.008133755083596927,0.01656876035547522,0.0016568760355475222,0.2037037037037037,12.294444444444444,0.0015221097967772763,1.2350066730419615
955,"frozenset({'_PM+RM', 'CN-SHA02'})",frozenset({'HPMS.MICR'}),0.001732188582617864,0.1016719385449616,0.0016568760355475222,0.9565217391304348,9.407922705314009,0.0014807610644273145,20.6615454134659
956,frozenset({'HPMS.MICR'}),"frozenset({'_PM+RM', 'CN-SHA02'})",0.1016719385449616,0.001732188582617864,0.0016568760355475222,0.016296296296296295,9.407922705314009,0.0014807610644273145,1.014805380582429
957,frozenset({'CN-SHA02'}),"frozenset({'HPMS.MICR', '_PM+RM'})",0.01656876035547522,0.008133755083596927,0.0016568760355475222,0.1,12.294444444444444,0.0015221097967772763,1.10207360546267
958,"frozenset({'HPMS.MICR', '_Program Manager'})",frozenset({'CN-SHA02'}),0.048124717577948485,0.01656876035547522,0.01453532158457599,0.3020344287949922,18.22915066154503,0.013737954671852036,1.4089967760826265
959,"frozenset({'HPMS.MICR', 'CN-SHA02'})",frozenset({'_Program Manager'}),0.016267510167193855,0.3487724054827534,0.01453532158457599,0.8935185185185185,2.561895678879052,0.008861662932348642,6.11587653981414
960,"frozenset({'_Program Manager', 'CN-SHA02'})",frozenset({'HPMS.MICR'}),0.01453532158457599,0.1016719385449616,0.01453532158457599,1.0,9.835555555555555,0.013057487261697727,inf
961,frozenset({'HPMS.MICR'}),"frozenset({'_Program Manager', 'CN-SHA02'})",0.1016719385449616,0.01453532158457599,0.01453532158457599,0.14296296296296296,9.835555555555555,0.013057487261697727,1.1498507483671758
962,frozenset({'_Program Manager'}),"frozenset({'HPMS.MICR', 'CN-SHA02'})",0.3487724054827534,0.016267510167193855,0.01453532158457599,0.04167566400345498,2.561895678879052,0.008861662932348642,1.0265131050959273
963,frozenset({'CN-SHA02'}),"frozenset({'HPMS.MICR', '_Program Manager'})",0.01656876035547522,0.048124717577948485,0.01453532158457599,0.8772727272727273,18.229150661545027,0.013737954671852036,7.756020819735237
964,"frozenset({'HPMS.MICR', 'CN-SZH02'})",frozenset({'_Program Manager'}),0.0013556258472661546,0.3487724054827534,0.0013556258472661546,1.0,2.8671993090045347,0.0008828209595805423,inf
965,"frozenset({'HPMS.MICR', '_Program Manager'})",frozenset({'CN-SZH02'}),0.048124717577948485,0.001732188582617864,0.0013556258472661546,0.028169014084507046,16.2620943049602,0.0012722647609359232,1.0272031102990453
966,"frozenset({'CN-SZH02', '_Program Manager'})",frozenset({'HPMS.MICR'}),0.0015062509414068383,0.1016719385449616,0.0013556258472661546,0.9000000000000001,8.852,0.001202482394118148,8.983280614550395
967,frozenset({'HPMS.MICR'}),"frozenset({'CN-SZH02', '_Program Manager'})",0.1016719385449616,0.0015062509414068383,0.0013556258472661546,0.013333333333333334,8.852,0.001202482394118148,1.011986907829655
968,frozenset({'CN-SZH02'}),"frozenset({'HPMS.MICR', '_Program Manager'})",0.001732188582617864,0.048124717577948485,0.0013556258472661546,0.7826086956521741,16.2620943049602,0.0012722647609359232,4.37862629914144
969,frozenset({'_Program Manager'}),"frozenset({'HPMS.MICR', 'CN-SZH02'})",0.3487724054827534,0.0013556258472661546,0.0013556258472661546,0.003886849492550206,2.867199309004535,0.0008828209595805423,1.002541100520553
970,"frozenset({'HPMS.MICR', 'CN-TNJ03'})",frozenset({'_Program Manager'}),0.016116885073053172,0.3487724054827534,0.016116885073053172,1.0,2.8671993090045347,0.010495760297235335,inf
971,"frozenset({'HPMS.MICR', '_Program Manager'})",frozenset({'CN-TNJ03'}),0.048124717577948485,0.020560325350203343,0.016116885073053172,0.33489827856025045,16.28856902096339,0.015127425222263902,1.4726163578852238
972,"frozenset({'CN-TNJ03', '_Program Manager'})",frozenset({'HPMS.MICR'}),0.017020635637897272,0.1016719385449616,0.016116885073053172,0.9469026548672568,9.313313667649952,0.014386364052480697,16.918511824069935
973,frozenset({'HPMS.MICR'}),"frozenset({'CN-TNJ03', '_Program Manager'})",0.1016719385449616,0.017020635637897272,0.016116885073053172,0.15851851851851853,9.313313667649952,0.014386364052480697,1.1681532939162314
974,frozenset({'CN-TNJ03'}),"frozenset({'HPMS.MICR', '_Program Manager'})",0.020560325350203343,0.048124717577948485,0.016116885073053172,0.783882783882784,16.28856902096339,0.015127425222263902,4.4044398661223765
975,frozenset({'_Program Manager'}),"frozenset({'HPMS.MICR', 'CN-TNJ03'})",0.3487724054827534,0.016116885073053172,0.016116885073053172,0.046210321744763555,2.8671993090045347,0.010495760297235335,1.0315514388106612
976,"frozenset({'CN-TNJ03', '_PMO+RM'})",frozenset({'T&O.TO-PT'}),0.002861876788672993,0.16704322940201838,0.002861876788672993,1.0,5.986474301172227,0.0023838196477423785,inf
977,"frozenset({'_PMO+RM', 'T&O.TO-PT'})",frozenset({'CN-TNJ03'}),0.05603253502033439,0.020560325350203343,0.002861876788672993,0.051075268817204304,2.4841663712631457,0.0017098296384582552,1.0321573908490775
978,frozenset({'CN-TNJ03'}),"frozenset({'_PMO+RM', 'T&O.TO-PT'})",0.020560325350203343,0.05603253502033439,0.002861876788672993,0.1391941391941392,2.4841663712631457,0.0017098296384582552,1.0966090125082923
979,frozenset({'T&O.TO-PT'}),"frozenset({'CN-TNJ03', '_PMO+RM'})",0.16704322940201838,0.002861876788672993,0.002861876788672993,0.017132551848512173,5.986474301172227,0.0023838196477423785,1.0145194299462033
980,"frozenset({'DE-DRS01-s1', '_PM+RM'})",frozenset({'HPMS.IDA'}),0.0027112516945323093,0.033589395993372496,0.0027112516945323093,1.0,29.77130044843049,0.002620182387726961,inf
981,"frozenset({'DE-DRS01-s1', 'HPMS.IDA'})",frozenset({'_PM+RM'}),0.004142190088868805,0.16885073053170657,0.0027112516945323093,0.6545454545454547,3.876473927499798,0.002011839872025617,2.405958411618745
982,"frozenset({'HPMS.IDA', '_PM+RM'})",frozenset({'DE-DRS01-s1'}),0.008736255460159662,0.004142190088868805,0.0027112516945323093,0.31034482758620696,74.92288401253921,0.00267506446375141,1.4439938243711403
983,frozenset({'DE-DRS01-s1'}),"frozenset({'HPMS.IDA', '_PM+RM'})",0.004142190088868805,0.008736255460159662,0.0027112516945323093,0.6545454545454547,74.9228840125392,0.00267506446375141,2.8694476815626966
984,frozenset({'_PM+RM'}),"frozenset({'DE-DRS01-s1', 'HPMS.IDA'})",0.16885073053170657,0.004142190088868805,0.0027112516945323093,0.016057091882247996,3.8764739274997986,0.002011839872025617,1.0121093426204697
985,frozenset({'HPMS.IDA'}),"frozenset({'DE-DRS01-s1', '_PM+RM'})",0.033589395993372496,0.0027112516945323093,0.0027112516945323093,0.08071748878923768,29.771300448430495,0.002620182387726961,1.0848555652298502
986,"frozenset({'DE-DRS01-s1', '_Program Manager'})",frozenset({'HPMS.IDA'}),0.0014309383943364965,0.033589395993372496,0.0014309383943364965,1.0,29.77130044843049,0.0013828740379670072,inf
987,"frozenset({'_Program Manager', 'HPMS.IDA'})",frozenset({'DE-DRS01-s1'}),0.018677511673444797,0.004142190088868805,0.0014309383943364965,0.07661290322580645,18.495747800586514,0.001353572590598022,1.0784835670653299
988,frozenset({'DE-DRS01-s1'}),"frozenset({'_Program Manager', 'HPMS.IDA'})",0.004142190088868805,0.018677511673444797,0.0014309383943364965,0.3454545454545455,18.49574780058651,0.001353572590598022,1.4992426904989038
989,frozenset({'HPMS.IDA'}),"frozenset({'DE-DRS01-s1', '_Program Manager'})",0.033589395993372496,0.0014309383943364965,0.0014309383943364965,0.042600896860986545,29.77130044843049,0.0013828740379670072,1.0430018769932692
990,"frozenset({'DE-HBG02', 'HPMS.CBS'})",frozenset({'_PM+RM'}),0.005648441030275644,0.16885073053170657,0.0036150022593764122,0.64,3.7903300624442466,0.0026612588650491045,2.3087479707452596
