Combined_frozenset,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'HPMS.OPS', 'FR-MGI01'})",0.02408705946635097,0.02408705946635097,0.0012749294235497677,0.053351198709082524,2.2149319963116643,0.0006993228470621835,1.0309279346279503
"frozenset({'CORP.SSC-HRM', '_PM+RM+Portfolio'})",0.005964848374464985,0.005964848374464985,0.0027319916218923597,0.6338709677419355,106.26774193548388,0.002706283052460716,16.071116343814705
"frozenset({'HPMS.RPS', 'NL-NYM01-s1'})",0.04767325380202167,0.04767325380202167,0.0020945269101174755,0.09841673341943077,2.0644014320511355,0.0010799340709542085,1.0600800424596686
"frozenset({'HPMS.RPS', 'US-CHD01'})",0.0326928330753119,0.0326928330753119,0.006374647117748839,0.32112553670006133,9.82250562257207,0.005725663308251196,1.5523602881719645
"frozenset({'HPMS.SEN', 'US-CHD01'})",0.03902194699936254,0.03902194699936254,0.010836900100173026,0.31983227959255356,8.196215314365999,0.009514716667390516,1.4515696355644243
"frozenset({'_PM+RM+Portfolio', 'T&O.TO-PT'})",0.022220198524724524,0.022220198524724524,0.0010927966487569438,0.0754639175257732,3.396185567010309,0.0007710248765157284,1.0593646278775526
"frozenset({'_Resource Manager', 'T&O.TO-PT'})",0.03009744103451416,0.03009744103451416,0.002003460522721064,0.06864355575695782,2.2807106982364713,0.001125023584502546,1.0414862213252873
"frozenset({'_PMO+RM', 'TW-KHH01-s1'})",0.1132410527274383,0.1132410527274383,0.0013659958109461798,0.5030339805825242,4.442152103559871,0.00105848814819607,inf
"frozenset({'The Support IT.A Support PMO', '_Core Team Support User'})",0.047400054639832434,0.047400054639832434,0.04689918950915217,0.9895437262357414,20.876425855513308,0.0446526751951722,inf
"frozenset({'The Support IT.A Support PMO', '_Core Team User'})",0.024451325015936616,0.024451325015936616,0.001001730261360532,0.5104562737642585,20.876425855513308,0.0009537464604794063,inf
"frozenset({'US-AUS01', '_PM+RM+Portfolio'})",0.040615608778799744,0.040615608778799744,0.0028230580092887714,0.17457070707070704,4.298118686868686,0.002166245525744847,1.1880026277220044
"frozenset({'_PMO+RM', 'US-AUS01'})",0.14862034423094436,0.14862034423094436,0.04653492395956652,0.42595861527900364,2.866085511261482,0.030298519366360722,1.6768384097419429
"frozenset({'_PMO+RM', 'US-AUS02'})",0.11606411073672707,0.11606411073672707,0.007012111829523723,0.5155744336569579,4.442152103559871,0.0054335724940731585,inf
"frozenset({'_Product Line Marketer', 'US-REM01'})",0.001001730261360532,0.001001730261360532,0.001001730261360532,1.0,998.2727272727273,0.0010007267978440065,inf
"frozenset({'_PM+RM', 'US-SAN03'})",0.15476732538020216,0.15476732538020216,0.004826518532009835,0.34772311398327654,2.2467475814359283,0.002678293884127878,1.592706649640856
"frozenset({'_PMO+RM', 'T&O.TO-FO'})",0.1253528822511611,0.1253528822511611,0.025589654858391767,0.5568365695792881,4.44215210355987,0.01982901130953971,inf
"frozenset({'_PM+RM+Portfolio', 'US-SJO01-s1'})",0.009061105545942992,0.009061105545942992,0.0021855932975138877,0.2412121212121212,26.620606060606057,0.0021034917370708972,1.305953057673781
"frozenset({'<No Rights>', 'HPMS.STI', 'GB-TON01'})",0.07048538384482288,0.07048538384482288,0.0025498588470995354,0.5764772920576491,59.9855102917889,0.0021969050680638105,inf
"frozenset({'<No Rights>', 'HPMS.STI', 'NL-HTC01-s1'})",0.08328021127401876,0.08328021127401876,0.0020034605227210634,0.2650014764591211,6.881624015350642,0.0014601886921089562,inf
"frozenset({'AT-GRK01-s1', '_PMO+RM', 'HPMS.AAA'})",0.09696293598032965,0.09696293598032966,0.008013842090884255,0.3149435607526766,3.054880215440443,0.00512005234331081,2.7112735527619294
"frozenset({'HPMS.CBS', '_Program Manager', 'AT-GRK01-s1'})",0.09780530006374646,0.09780530006374646,0.007558510153902195,0.21016125990192383,2.148771689928329,0.004040914408700291,1.1739715609037662
"frozenset({'AT-GRK01-s1', 'HPMS.OPS', '_PM+RM'})",0.09024678990984428,0.09024678990984428,0.0026409252344959475,0.27603926540648527,3.0587156139542033,0.001777515369764571,1.3955171820309664
"frozenset({'AT-GRK01-s1', 'HPMS.STI', '_PM+RM'})",0.22311264912120937,0.22311264912120937,0.04890265003187324,0.5151228381892139,2.3088015861860236,0.02772168310753179,3.758335437741009
"frozenset({'AT-GRK01-s1', '_PMO+RM', 'HPMS.STI'})",0.10395228121300429,0.10395228121300429,0.022675530461706585,0.41527891414879314,3.9948994798667523,0.01699941005467624,1.9361111213760536
"frozenset({'AT-GRK01-s1', 'HPMS.STI', '_Program Manager'})",0.19875239049266916,0.19875239049266916,0.06720699389855204,0.46379320463641105,2.373808650788762,0.038658672473663044,1.9896631748912472
"frozenset({'AT-GRK01-s1', 'HPMS.STI', '_Resource Manager'})",0.1272804541177185,0.12728045411771846,0.00783170931609143,0.3335891852707338,2.6337934593634156,0.004764585758940314,inf
"frozenset({'HPMS.SIP', '_PM+RM', 'BE-LEU01-s1'})",0.018190510882433293,0.018190510882433293,0.001001730261360532,0.295936654931374,13.911589297227595,0.0009020680893783462,inf
"frozenset({'<No Rights>', 'DE-HBG02', 'HPMS.STI'})",0.09088425462161916,0.09088425462161916,0.0018213277479282397,0.19919650149671655,2.5588315005543993,0.0010612359243267208,1.3867676450729185
"frozenset({'HPMS.SIP', '_Program Manager', 'BE-LEU01-s1'})",0.019283307531190237,0.019283307531190237,0.0028230580092887714,0.3691832245035693,18.273047630560928,0.0026643822308305937,inf
"frozenset({'T&O.TO-FO', 'US-AUS02'})",0.016300883343957746,0.016300883343957746,0.007012111829523723,0.6370106761565837,39.07829181494662,0.006832674307977764,inf
"frozenset({'T&O.SSC-QAL', 'US-CHD01'})",0.02786631454330207,0.02786631454330207,0.0017302613605318278,0.3555528375733855,12.759234344422701,0.001594652803323365,1.988323157985318
"frozenset({'_PMO+RM', 'HPMS.SEN'})",0.12498861670157545,0.12498861670157545,0.016574082506146982,0.3701456310679612,2.9614347357065807,0.010977443044094985,1.6886453338020537
"frozenset({'HPMS.SIP', 'NL-NYM01-s1'})",0.06511246698843456,0.06511246698843456,0.017666879154903926,0.29386404418447487,4.513176320545061,0.013752367976938188,1.3387861804330448
